 * Running on http://0.0.0.0:9191/ (Press CTRL+C to quit)
10.28.28.43 - - [04/Oct/2018 18:44:32] "GET /reports/ajax/results/0ddb9253-ccb5-4119-8aed-2ebdaaec510b.txt?_=1538649864444 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:32] "GET /reports/ajax/parameters/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538649864445 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:32] "GET /reports/ajax/plays/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538649864447 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:32] "GET /reports/ajax/stats/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538649864446 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/results/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538649864448 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/parameters/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538649864449 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/stats/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538649864450 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/plays/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538649864451 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/parameters/2357256e-e143-4916-b40a-0797e0ba5c42.txt?_=1538649864453 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/results/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538649864452 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/plays/2357256e-e143-4916-b40a-0797e0ba5c42.txt?_=1538649864455 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:33] "GET /reports/ajax/stats/2357256e-e143-4916-b40a-0797e0ba5c42.txt?_=1538649864454 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:34] "GET /reports/ajax/results/2357256e-e143-4916-b40a-0797e0ba5c42.txt?_=1538649864456 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:34] "GET /reports/ajax/parameters/f9d305bc-962a-4afe-9c9c-6c640f0d3a35.txt?_=1538649864457 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:34] "GET /reports/ajax/stats/f9d305bc-962a-4afe-9c9c-6c640f0d3a35.txt?_=1538649864458 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:34] "GET /reports/ajax/plays/f9d305bc-962a-4afe-9c9c-6c640f0d3a35.txt?_=1538649864459 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:34] "GET /reports/ajax/results/f9d305bc-962a-4afe-9c9c-6c640f0d3a35.txt?_=1538649864460 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:35] "GET /static/images/favicon.ico HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:44:40] "GET /result/78bd91ef-c237-44a6-bec3-b3d7037622a1/ HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:44:41] "GET /static/packaged/patternfly/fonts/OpenSans-Light-webfont.woff2 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:45:29] "GET /file/880a3402-ffaf-458b-93b2-0ae481f6a4ae/ HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:10] "GET / HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/js/ara.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:11] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:12] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:12] "GET /static/css/pygments.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:12] "GET /static/css/ara.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 18:52:12] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/parameters/6c91e70a-0273-4201-9299-966f4e095a77.txt?_=1538650331547 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/plays/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538650331545 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/plays/6c91e70a-0273-4201-9299-966f4e095a77.txt?_=1538650331548 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/parameters/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538650331543 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/stats/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538650331544 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/results/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538650331546 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/results/6c91e70a-0273-4201-9299-966f4e095a77.txt?_=1538650331549 HTTP/1.1" 404 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/parameters/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538650331550 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/stats/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538650331551 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/plays/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538650331552 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/results/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538650331553 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:15] "GET /reports/ajax/parameters/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538650331554 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/stats/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538650331555 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/plays/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538650331556 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/results/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538650331557 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/parameters/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538650331558 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/stats/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538650331559 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/plays/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538650331560 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/results/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538650331561 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/parameters/031f17ef-08b2-4219-8b4c-fb77bf6d4ea1.txt?_=1538650331562 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/plays/031f17ef-08b2-4219-8b4c-fb77bf6d4ea1.txt?_=1538650331564 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/stats/031f17ef-08b2-4219-8b4c-fb77bf6d4ea1.txt?_=1538650331563 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/results/031f17ef-08b2-4219-8b4c-fb77bf6d4ea1.txt?_=1538650331565 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:16] "GET /reports/ajax/parameters/53145590-7bc4-4538-a03e-308dd2caebe1.txt?_=1538650331566 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/stats/53145590-7bc4-4538-a03e-308dd2caebe1.txt?_=1538650331567 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/plays/53145590-7bc4-4538-a03e-308dd2caebe1.txt?_=1538650331568 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/results/53145590-7bc4-4538-a03e-308dd2caebe1.txt?_=1538650331569 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/parameters/0ddb9253-ccb5-4119-8aed-2ebdaaec510b.txt?_=1538650331570 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/plays/0ddb9253-ccb5-4119-8aed-2ebdaaec510b.txt?_=1538650331571 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/results/0ddb9253-ccb5-4119-8aed-2ebdaaec510b.txt?_=1538650331572 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/parameters/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538650331573 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/stats/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538650331574 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/plays/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538650331575 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/results/fafce82a-dc2c-4fc6-b2d8-df8bf8434753.txt?_=1538650331576 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:17] "GET /reports/ajax/parameters/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538650331577 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:18] "GET /reports/ajax/plays/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538650331579 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:18] "GET /reports/ajax/stats/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538650331578 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:18] "GET /reports/ajax/results/ba325ff7-afa7-4285-8924-af760e706217.txt?_=1538650331580 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:18] "GET /result/680cf341-656e-444a-ad43-1b6821fe1912/ HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:44] "GET /file/530a9c59-2087-41ab-bb1e-7a3fcbfa063a/ HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 18:52:51] "GET /result/1d24327b-8128-4910-b9f8-718bd9c0137f/ HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:13] "GET / HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:13] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:13] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:13] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:13] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:13] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/js/ara.js HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/css/pygments.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/css/ara.css HTTP/1.1" 304 -
10.28.28.43 - - [04/Oct/2018 19:27:14] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/plays/10e63688-8c5a-4932-ab4d-6478a22cbf82.txt?_=1538652434064 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/parameters/10e63688-8c5a-4932-ab4d-6478a22cbf82.txt?_=1538652434062 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/parameters/77aba63e-df2e-4821-909e-b5e6d3b3a96a.txt?_=1538652434066 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/stats/77aba63e-df2e-4821-909e-b5e6d3b3a96a.txt?_=1538652434067 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/stats/10e63688-8c5a-4932-ab4d-6478a22cbf82.txt?_=1538652434063 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/results/10e63688-8c5a-4932-ab4d-6478a22cbf82.txt?_=1538652434065 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/plays/77aba63e-df2e-4821-909e-b5e6d3b3a96a.txt?_=1538652434068 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/parameters/58519950-c054-43e6-8c14-0400a2419d67.txt?_=1538652434070 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/results/77aba63e-df2e-4821-909e-b5e6d3b3a96a.txt?_=1538652434069 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/plays/58519950-c054-43e6-8c14-0400a2419d67.txt?_=1538652434072 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/stats/58519950-c054-43e6-8c14-0400a2419d67.txt?_=1538652434071 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/results/58519950-c054-43e6-8c14-0400a2419d67.txt?_=1538652434073 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:17] "GET /reports/ajax/parameters/34d384db-130e-45da-a9af-a5abe67f749b.txt?_=1538652434074 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/stats/34d384db-130e-45da-a9af-a5abe67f749b.txt?_=1538652434075 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/plays/34d384db-130e-45da-a9af-a5abe67f749b.txt?_=1538652434076 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/parameters/8c0bdddd-1303-4e9e-a17d-9f196e4f966f.txt?_=1538652434078 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/results/34d384db-130e-45da-a9af-a5abe67f749b.txt?_=1538652434077 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/stats/8c0bdddd-1303-4e9e-a17d-9f196e4f966f.txt?_=1538652434079 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/plays/8c0bdddd-1303-4e9e-a17d-9f196e4f966f.txt?_=1538652434080 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/results/8c0bdddd-1303-4e9e-a17d-9f196e4f966f.txt?_=1538652434081 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/parameters/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538652434082 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/plays/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538652434084 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/stats/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538652434083 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/results/6ca97c5e-ef6d-48d4-99c2-88f6731be553.txt?_=1538652434085 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:18] "GET /reports/ajax/parameters/6c91e70a-0273-4201-9299-966f4e095a77.txt?_=1538652434086 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/plays/6c91e70a-0273-4201-9299-966f4e095a77.txt?_=1538652434087 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/results/6c91e70a-0273-4201-9299-966f4e095a77.txt?_=1538652434088 HTTP/1.1" 404 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/parameters/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538652434089 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/stats/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538652434090 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/plays/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538652434091 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/parameters/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538652434093 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/results/48e37883-3216-4cbc-a914-f3f22d18d8f0.txt?_=1538652434092 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/plays/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538652434095 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/stats/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538652434094 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/results/41a9eeb5-e6d6-40d6-81c7-80825e5e6c62.txt?_=1538652434096 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/parameters/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538652434097 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:19] "GET /reports/ajax/stats/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538652434098 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:20] "GET /reports/ajax/plays/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538652434099 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:27:20] "GET /reports/ajax/results/f88e9dd0-9ea3-4de0-a028-b61392dabff9.txt?_=1538652434100 HTTP/1.1" 200 -
10.28.28.43 - - [04/Oct/2018 19:29:51] "GET /result/758a936b-9f64-43a0-b4f5-39b0a9c206a5/ HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:48] "GET / HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/css/pygments.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/css/ara.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:51:49] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:51:50] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:51:50] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:51:50] "GET /static/js/ara.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:51:50] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/plays/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992309779 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/parameters/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992309781 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/parameters/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992309777 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/stats/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992309778 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/stats/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992309782 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/results/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992309780 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/plays/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992309783 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/results/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992309784 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/parameters/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992309785 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:53] "GET /reports/ajax/stats/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992309786 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/plays/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992309787 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/results/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992309788 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/parameters/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992309789 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/stats/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992309790 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/plays/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992309791 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/results/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992309792 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/parameters/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992309793 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/stats/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992309794 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/plays/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992309795 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/results/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992309796 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/parameters/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992309797 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:54] "GET /reports/ajax/stats/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992309798 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/plays/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992309799 HTTP/1.1" 200 -
