 * Running on http://0.0.0.0:9191/ (Press CTRL+C to quit)
10.1.69.80 - - [23/Oct/2018 18:27:16] "GET /reports/ajax/results/eba0ff46-7500-4c01-ac96-c94195fd102c.txt?_=1540290432306 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:16] "GET /reports/ajax/stats/23d6b9cf-4abd-4943-80c4-2e930e474d45.txt?_=1540290432308 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:16] "GET /reports/ajax/plays/23d6b9cf-4abd-4943-80c4-2e930e474d45.txt?_=1540290432309 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:16] "GET /reports/ajax/parameters/d80b85c7-a5d1-48a3-88cd-1894cfb3d462.txt?_=1540290432311 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:16] "GET /reports/ajax/results/23d6b9cf-4abd-4943-80c4-2e930e474d45.txt?_=1540290432310 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:17] "GET /reports/ajax/stats/d80b85c7-a5d1-48a3-88cd-1894cfb3d462.txt?_=1540290432312 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:17] "GET /reports/ajax/plays/d80b85c7-a5d1-48a3-88cd-1894cfb3d462.txt?_=1540290432313 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:17] "GET /reports/ajax/results/d80b85c7-a5d1-48a3-88cd-1894cfb3d462.txt?_=1540290432314 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:17] "GET /reports/ajax/parameters/ff9100e9-1670-4904-996b-c7d66bc99cf8.txt?_=1540290432315 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:17] "GET /reports/ajax/stats/ff9100e9-1670-4904-996b-c7d66bc99cf8.txt?_=1540290432316 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:17] "GET /reports/ajax/plays/ff9100e9-1670-4904-996b-c7d66bc99cf8.txt?_=1540290432317 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:27:18] "GET /reports/ajax/results/ff9100e9-1670-4904-996b-c7d66bc99cf8.txt?_=1540290432318 HTTP/1.1" 200 -
10.1.69.80 - - [23/Oct/2018 18:28:48] "GET /result/d5f41cc9-219b-4957-b175-2aa50c62c6fa/ HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:15] "GET / HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/css/pygments.css HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/css/ara.css HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:03:16] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:03:17] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:03:17] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:03:17] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:03:17] "GET /static/js/ara.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:03:19] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/parameters/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371796782 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/parameters/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371796786 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/plays/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371796784 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/stats/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371796783 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/results/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371796785 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/stats/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371796787 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/plays/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371796788 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/parameters/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540371796790 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/results/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371796789 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/plays/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540371796791 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/results/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540371796792 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/parameters/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371796793 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:20] "GET /reports/ajax/stats/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371796794 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:21] "GET /reports/ajax/plays/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371796795 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:21] "GET /reports/ajax/parameters/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371796797 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:21] "GET /reports/ajax/stats/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371796798 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:21] "GET /reports/ajax/plays/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371796799 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:21] "GET /reports/ajax/results/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371796796 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:21] "GET /reports/ajax/parameters/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371796801 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/results/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371796800 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/stats/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371796802 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/plays/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371796803 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/results/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371796804 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/parameters/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371796805 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/stats/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371796806 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/plays/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371796807 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/results/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371796808 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/parameters/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371796809 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/stats/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371796810 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/plays/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371796811 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:22] "GET /reports/ajax/results/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371796812 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /reports/ajax/parameters/fd09a829-a71b-4c72-bb98-0093ef014148.txt?_=1540371796813 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /reports/ajax/plays/fd09a829-a71b-4c72-bb98-0093ef014148.txt?_=1540371796814 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /reports/ajax/results/fd09a829-a71b-4c72-bb98-0093ef014148.txt?_=1540371796815 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /reports/ajax/parameters/8aeeb68f-f24c-4cb6-81f4-bec190a0409a.txt?_=1540371796816 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /reports/ajax/plays/8aeeb68f-f24c-4cb6-81f4-bec190a0409a.txt?_=1540371796818 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /reports/ajax/stats/8aeeb68f-f24c-4cb6-81f4-bec190a0409a.txt?_=1540371796817 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /static/packaged/patternfly/fonts/OpenSans-Regular-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /reports/ajax/results/8aeeb68f-f24c-4cb6-81f4-bec190a0409a.txt?_=1540371796819 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /static/packaged/patternfly/fonts/OpenSans-Bold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /static/packaged/patternfly/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:23] "GET /static/packaged/patternfly/fonts/OpenSans-Semibold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:24] "GET /static/packaged/patternfly/fonts/PatternFlyIcons-webfont.ttf HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:25] "GET /result/9557a68e-e462-46fa-aca7-57133ed9cb8e/ HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:03:26] "GET /static/packaged/patternfly/fonts/OpenSans-Light-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:04:15] "GET /result/8e1b3211-9860-4e22-b1dc-1a15be93117a/ HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:08] "GET / HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/js/ara.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/css/pygments.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:10] "GET /static/css/ara.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:06:11] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/plays/0f557617-fb1e-4ba9-b297-3c735735fc81.txt?_=1540371970150 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/parameters/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371970152 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/parameters/0f557617-fb1e-4ba9-b297-3c735735fc81.txt?_=1540371970149 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/plays/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371970154 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/stats/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371970153 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/results/0f557617-fb1e-4ba9-b297-3c735735fc81.txt?_=1540371970151 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/parameters/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371970156 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/results/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540371970155 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/stats/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371970157 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/plays/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371970158 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/results/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540371970159 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/parameters/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540371970160 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:14] "GET /reports/ajax/plays/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540371970161 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/results/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540371970162 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/parameters/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371970163 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/stats/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371970164 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/plays/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371970165 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/parameters/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371970167 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/plays/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371970169 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/stats/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371970168 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:15] "GET /reports/ajax/parameters/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371970171 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/stats/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371970172 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/plays/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371970173 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/results/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540371970166 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/results/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540371970174 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/parameters/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371970175 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/results/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540371970170 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/stats/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371970176 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:16] "GET /reports/ajax/plays/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371970177 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/results/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540371970178 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/parameters/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371970179 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/stats/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371970180 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/plays/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371970181 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/results/cdc5c8d6-533b-46ea-9454-92417d2fbc8b.txt?_=1540371970182 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/parameters/fd09a829-a71b-4c72-bb98-0093ef014148.txt?_=1540371970183 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/plays/fd09a829-a71b-4c72-bb98-0093ef014148.txt?_=1540371970184 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:06:17] "GET /reports/ajax/results/fd09a829-a71b-4c72-bb98-0093ef014148.txt?_=1540371970185 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:30] "GET / HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:31] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:31] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:31] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:31] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:31] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:31] "GET /static/js/ara.js HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:31] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:32] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:32] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:32] "GET /static/css/pygments.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:32] "GET /static/css/ara.css HTTP/1.1" 304 -
10.1.69.80 - - [24/Oct/2018 17:10:32] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:35] "GET /reports/ajax/parameters/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540372231741 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:35] "GET /reports/ajax/plays/0f557617-fb1e-4ba9-b297-3c735735fc81.txt?_=1540372231739 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:35] "GET /reports/ajax/parameters/0f557617-fb1e-4ba9-b297-3c735735fc81.txt?_=1540372231737 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:35] "GET /reports/ajax/stats/0f557617-fb1e-4ba9-b297-3c735735fc81.txt?_=1540372231738 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:35] "GET /reports/ajax/stats/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540372231742 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:35] "GET /reports/ajax/results/0f557617-fb1e-4ba9-b297-3c735735fc81.txt?_=1540372231740 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:35] "GET /reports/ajax/plays/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540372231743 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/results/ce24bc9d-0f1e-4911-a225-40158dfe7e10.txt?_=1540372231744 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/parameters/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540372231745 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/plays/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540372231747 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/stats/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540372231746 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/parameters/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540372231749 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/results/cd2801d1-044e-4faf-8a29-b40d614bdaeb.txt?_=1540372231748 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/plays/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540372231750 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/results/c6448ea3-edfe-49d5-918f-4b37dbe933d6.txt?_=1540372231751 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/parameters/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540372231752 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/stats/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540372231753 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:36] "GET /reports/ajax/plays/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540372231754 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:37] "GET /reports/ajax/parameters/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540372231756 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:37] "GET /reports/ajax/stats/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540372231757 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:37] "GET /reports/ajax/plays/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540372231758 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:37] "GET /reports/ajax/parameters/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540372231760 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:37] "GET /reports/ajax/stats/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540372231761 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:37] "GET /reports/ajax/plays/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540372231762 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:37] "GET /reports/ajax/results/4fbe08bf-bbb6-4543-867c-a9082ac37d62.txt?_=1540372231755 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:38] "GET /reports/ajax/parameters/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540372231764 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:38] "GET /reports/ajax/results/324acd47-a4b1-4931-9793-2cfddaed8cff.txt?_=1540372231763 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:38] "GET /reports/ajax/results/4456582a-1862-42bc-adc3-21091025e179.txt?_=1540372231759 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:38] "GET /reports/ajax/stats/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540372231765 HTTP/1.1" 200 -
10.1.69.80 - - [24/Oct/2018 17:10:38] "GET /reports/ajax/plays/b7b0577c-da98-4b03-b876-9fa5bbc28a63.txt?_=1540372231766 HTTP/1.1" 200 -
